,Date,Open,High,Low,Close,Volume,Market Cap
0,"Aug 25, 2017",1.0,1.02,0.9767020000000001,1.0,43892,524864
1,"Aug 24, 2017",0.9962629999999999,1.02,0.9782930000000001,0.995798,24071,521894
2,"Aug 23, 2017",1.01,1.02,0.9822120000000001,0.9958319999999999,17872,527581
3,"Aug 22, 2017",1.0,1.02,0.9731790000000001,1.01,226482,524970
4,"Aug 21, 2017",0.9823719999999999,1.0,0.9784360000000001,0.999819,79805,514617
5,"Aug 20, 2017",0.992858,1.02,0.976994,0.986115,62448,520110
6,"Aug 19, 2017",1.0,1.02,0.973092,0.9975129999999999,81808,523904
7,"Aug 18, 2017",0.983015,1.01,0.971938,1.0,114548,514954
8,"Aug 17, 2017",1.02,1.03,0.97451,0.986029,189725,534404
9,"Aug 16, 2017",0.991252,1.03,0.9397340000000001,1.02,215581,519268
10,"Aug 15, 2017",1.01,1.04,0.9324899999999999,0.9901629999999999,247348,530863
11,"Aug 14, 2017",0.9892290000000001,1.02,0.974986,1.01,156223,518209
12,"Aug 13, 2017",1.0,1.06,0.961259,0.9886,180247,526103
13,"Aug 12, 2017",1.01,1.03,0.9791120000000001,1.01,269110,528749
14,"Aug 11, 2017",1.0,1.02,0.98875,1.01,29026,526452
15,"Aug 10, 2017",1.0,1.02,0.988345,1.01,19089,524464
16,"Aug 09, 2017",0.99482,1.06,0.9801049999999999,1.0,83990,521137
17,"Aug 08, 2017",1.0,1.02,0.9813700000000001,0.9954930000000001,89495,525066
18,"Aug 07, 2017",0.996345,1.04,0.992202,1.0,45855,521937
19,"Aug 06, 2017",1.01,1.01,0.978776,0.998577,134096,529214
20,"Aug 05, 2017",0.9908290000000001,1.04,0.981326,1.01,551023,519047
21,"Aug 04, 2017",1.01,1.02,0.9853799999999999,0.991268,57676,528240
22,"Aug 03, 2017",0.9964290000000001,1.02,0.985907,1.01,41037,521980
23,"Aug 02, 2017",1.0,1.01,0.935215,0.9946510000000001,44979,525331
24,"Aug 01, 2017",0.9928459999999999,1.01,0.9032549999999999,1.0,30428,520103
25,"Jul 31, 2017",0.9929459999999999,1.0,0.946023,0.992857,59395,520156
26,"Jul 30, 2017",1.0,1.05,0.972166,0.998872,97135,523966
27,"Jul 29, 2017",0.985748,1.03,0.9701,1.0,150689,516385
28,"Jul 28, 2017",0.989516,1.03,0.961937,0.9991709999999999,195399,518359
29,"Jul 27, 2017",0.9930530000000001,1.01,0.960801,0.986524,189277,520212
30,"Jul 26, 2017",1.0,1.02,0.9751299999999999,0.990243,285548,524140
31,"Jul 25, 2017",1.01,1.01,0.916249,1.0,452643,527054
32,"Jul 24, 2017",1.04,1.04,0.988815,1.01,199478,544258
33,"Jul 23, 2017",1.01,1.03,0.9905280000000001,1.01,351851,529137
34,"Jul 22, 2017",0.9974719999999999,1.02,0.9870700000000001,1.0,300329,522527
35,"Jul 21, 2017",1.0,1.03,0.972317,0.997719,232343,525540
36,"Jul 20, 2017",0.9875280000000001,1.03,0.9859690000000001,1.0,306038,194318
37,"Jul 19, 2017",1.0,1.04,0.96929,0.990506,224866,197655
38,"Jul 18, 2017",1.0,1.04,0.970599,1.0,314722,197149
39,"Jul 17, 2017",0.9914219999999999,1.04,0.980593,0.999339,327387,195084
40,"Jul 16, 2017",0.930565,1.03,0.8765209999999999,0.990469,346941,183109
41,"Jul 15, 2017",1.01,1.02,0.912623,0.93337,319833,199537
42,"Jul 14, 2017",0.9921399999999999,1.04,0.9699459999999999,1.02,85355,195225
43,"Jul 13, 2017",1.0,1.01,0.98054,0.992867,162457,196791
44,"Jul 12, 2017",0.9786040000000001,1.04,0.97614,1.0,196790,192562
45,"Jul 11, 2017",0.995784,1.05,0.9765959999999999,0.98101,355176,195942
46,"Jul 10, 2017",0.9913129999999999,1.05,0.966882,1.01,220248,195062
47,"Jul 09, 2017",0.9908629999999999,1.0,0.966865,0.9893870000000001,26412,194974
48,"Jul 08, 2017",0.992977,1.01,0.9798979999999999,0.99311,71334,195390
49,"Jul 07, 2017",0.9999879999999999,1.01,0.978483,0.992143,105722,196769
50,"Jul 06, 2017",1.0,1.01,0.98598,0.9992540000000001,16739,196905
51,"Jul 05, 2017",1.0,1.01,0.9828399999999999,0.9935120000000001,35679,197201
52,"Jul 04, 2017",0.9845969999999999,1.01,0.983351,1.0,39914,193741
53,"Jul 03, 2017",0.9885280000000001,1.02,0.982749,0.9868399999999999,49749,194514
54,"Jul 02, 2017",0.988798,1.04,0.9790690000000001,0.9921780000000001,75697,194568
55,"Jul 01, 2017",0.9842129999999999,1.01,0.97725,0.990892,80680,193665
56,"Jun 30, 2017",0.984167,1.23,0.920427,0.984591,304827,193656
57,"Jun 29, 2017",0.9895700000000001,1.05,0.9822120000000001,0.9822120000000001,182644,194719
58,"Jun 28, 2017",1.0,1.01,0.976517,0.990489,131134,197001
59,"Jun 27, 2017",0.996346,1.01,0.9522200000000001,1.0,174475,196053
60,"Jun 26, 2017",0.972087,1.08,0.9578459999999999,0.996346,207817,191279
61,"Jun 25, 2017",1.04,1.29,0.954259,0.9725950000000001,156539,203967
62,"Jun 24, 2017",0.981406,1.04,0.964514,1.04,104051,193113
63,"Jun 23, 2017",0.92264,1.01,0.9193209999999999,0.981518,41204,181549
64,"Jun 22, 2017",0.929809,0.97639,0.919384,0.92264,28955,182960
65,"Jun 21, 2017",0.9183030000000001,0.9361950000000001,0.904689,0.929809,60392,180696
66,"Jun 20, 2017",0.96773,0.97662,0.906135,0.9183030000000001,168397,190422
67,"Jun 19, 2017",0.9996430000000001,1.01,0.9533209999999999,0.96773,319953,196701
68,"Jun 18, 2017",0.9505299999999999,1.03,0.9430430000000001,0.999092,415586,187037
69,"Jun 17, 2017",1.01,1.05,0.9401959999999999,0.9505299999999999,289066,197813
70,"Jun 16, 2017",0.996667,1.05,0.967515,1.01,755429,196116
71,"Jun 15, 2017",1.01,1.12,0.9334469999999999,0.9974049999999999,810047,198100
72,"Jun 14, 2017",0.997467,1.09,0.966354,0.999658,414879,196273
73,"Jun 13, 2017",0.9948969999999999,1.02,0.979716,0.998051,94273,195768
