,Date,Open,High,Low,Close,Volume,Market Cap
0,"Aug 25, 2017",0.376717,0.382738,0.358398,0.379717,47018,2135740
1,"Aug 24, 2017",0.376845,0.388808,0.36630999999999997,0.376614,29401,2136160
2,"Aug 23, 2017",0.377884,0.41709799999999997,0.364475,0.372079,93781,2141180
3,"Aug 22, 2017",0.379427,0.384067,0.359926,0.377738,18721,2149700
4,"Aug 21, 2017",0.39469499999999996,0.41706800000000005,0.361146,0.379245,52862,2235230
5,"Aug 20, 2017",0.369709,0.400036,0.3563,0.394648,56939,2093020
6,"Aug 19, 2017",0.366804,0.375096,0.31431,0.369703,59151,2075650
7,"Aug 18, 2017",0.394909,0.396445,0.366397,0.366425,31286,2233870
8,"Aug 17, 2017",0.427492,0.427492,0.38908400000000004,0.395067,19262,2417480
9,"Aug 16, 2017",0.405471,0.43655,0.403941,0.42717700000000003,39222,2292410
10,"Aug 15, 2017",0.40154,0.413204,0.38072399999999995,0.410343,61546,2269310
11,"Aug 14, 2017",0.460429,0.463344,0.39876,0.40175700000000003,70947,2600630
12,"Aug 13, 2017",0.402119,0.472368,0.38974200000000003,0.45892,140450,2269880
13,"Aug 12, 2017",0.422091,0.43509799999999993,0.395434,0.402185,75188,2381750
14,"Aug 11, 2017",0.44223199999999996,0.44249700000000003,0.42189099999999996,0.42936,84111,2493850
15,"Aug 10, 2017",0.431525,0.45822700000000005,0.42573199999999994,0.44114200000000003,142575,2432220
16,"Aug 09, 2017",0.441428,0.455636,0.42733699999999997,0.42965600000000004,119636,2487890
17,"Aug 08, 2017",0.47291700000000003,0.47714799999999996,0.42039399999999993,0.441488,283636,2665060
18,"Aug 07, 2017",0.439292,0.471642,0.43337700000000007,0.471642,223617,2474530
19,"Aug 06, 2017",0.534754,0.534755,0.436721,0.44623100000000004,384875,3010930
20,"Aug 05, 2017",0.46047899999999997,0.542188,0.447129,0.534754,410082,2592720
21,"Aug 04, 2017",0.421249,0.490935,0.41231899999999994,0.457693,345676,2371840
22,"Aug 03, 2017",0.43876000000000004,0.443222,0.407636,0.41881899999999994,119887,2470340
23,"Aug 02, 2017",0.409518,0.44188500000000003,0.386414,0.43891,203138,2305690
24,"Aug 01, 2017",0.371555,0.410803,0.358184,0.406346,173852,2091510
25,"Jul 31, 2017",0.37390999999999996,0.382358,0.34632199999999996,0.37138000000000004,86935,2104420
26,"Jul 30, 2017",0.379968,0.396295,0.363668,0.37702800000000003,53000,2138320
27,"Jul 29, 2017",0.393348,0.393348,0.342889,0.379968,124670,2212900
28,"Jul 28, 2017",0.42256499999999997,0.42256800000000005,0.385251,0.393056,108866,2376510
29,"Jul 27, 2017",0.39816399999999996,0.430361,0.395204,0.41849899999999995,216867,2238210
30,"Jul 26, 2017",0.391024,0.42782200000000004,0.332895,0.392201,377522,2196700
31,"Jul 25, 2017",0.5377029999999999,0.5436270000000001,0.36286199999999996,0.38655700000000004,665754,3019020
32,"Jul 24, 2017",0.55023,0.578483,0.49081899999999995,0.5377430000000001,335634,3088150
33,"Jul 23, 2017",0.6531560000000001,0.6531560000000001,0.465545,0.539601,711088,3663740
34,"Jul 22, 2017",0.514208,0.694476,0.499438,0.642813,781524,2882780
35,"Jul 21, 2017",0.503063,0.551037,0.415296,0.5140939999999999,744602,2818490
36,"Jul 20, 2017",0.364343,0.509884,0.364343,0.48329099999999997,851278,2040000
37,"Jul 19, 2017",0.377932,0.418705,0.358209,0.361169,367381,2114810
38,"Jul 18, 2017",0.358948,0.399861,0.34418499999999996,0.377339,339302,2007250
39,"Jul 17, 2017",0.33065100000000003,0.373751,0.329491,0.35898800000000003,219783,1848630
40,"Jul 16, 2017",0.333438,0.373272,0.296546,0.328995,230334,1864190
41,"Jul 15, 2017",0.379269,0.379269,0.31292800000000004,0.32901199999999997,273276,2119350
42,"Jul 14, 2017",0.412711,0.455488,0.35534499999999997,0.37450100000000003,365535,2305110
43,"Jul 13, 2017",0.409403,0.449689,0.357118,0.406647,443641,2285310
44,"Jul 12, 2017",0.37066,0.412342,0.329513,0.412342,245739,2067810
45,"Jul 11, 2017",0.42628599999999994,0.432166,0.324864,0.367732,371245,2376770
46,"Jul 10, 2017",0.47757200000000005,0.50616,0.40127199999999996,0.42919799999999997,324583,2661060
47,"Jul 09, 2017",0.587763,0.587763,0.459946,0.477575,326683,3272850
48,"Jul 08, 2017",0.49390600000000007,0.595109,0.323377,0.587763,1682630,2748250
49,"Jul 07, 2017",0.7394850000000001,0.739486,0.49431,0.49431,226883,4112220
50,"Jul 06, 2017",0.771931,0.782223,0.673234,0.739453,227637,4290110
51,"Jul 05, 2017",0.7323189999999999,0.852901,0.716055,0.76483,514417,4067900
52,"Jul 04, 2017",0.7338680000000001,0.771953,0.68079,0.735082,374628,4074530
53,"Jul 03, 2017",0.877956,0.90304,0.711232,0.753929,645797,4872460
54,"Jul 02, 2017",0.6654399999999999,0.9147959999999999,0.488393,0.888238,2356860,3692490
55,"Jul 01, 2017",0.571009,0.7289180000000001,0.547407,0.678718,782941,3168250
56,"Jun 30, 2017",0.527438,0.596658,0.505342,0.570716,296603,2926500
57,"Jun 29, 2017",0.51626,0.539808,0.494199,0.528077,203295,2864480
58,"Jun 28, 2017",0.5093270000000001,0.5441600000000001,0.48731,0.527963,223890,2826010
59,"Jun 27, 2017",0.483786,0.54228,0.45170299999999997,0.507246,423210,2682780
60,"Jun 26, 2017",0.613101,0.620418,0.390289,0.483786,562655,3397780
61,"Jun 25, 2017",0.48122200000000004,0.620807,0.481221,0.598904,516597,2665090
62,"Jun 24, 2017",0.520796,0.605613,0.438821,0.48123599999999994,746000,2882610
63,"Jun 23, 2017",0.41509399999999996,0.547184,0.41074799999999995,0.526706,763565,2296040
64,"Jun 22, 2017",0.41021899999999994,0.446737,0.379492,0.42389,183320,2268010
65,"Jun 21, 2017",0.46420200000000006,0.46420200000000006,0.324971,0.410171,466317,2566320
66,"Jun 20, 2017",0.332188,0.47064799999999996,0.327992,0.446698,1139310,1836180
67,"Jun 19, 2017",0.302723,0.35017,0.296304,0.332264,164499,1673310
68,"Jun 18, 2017",0.325977,0.325977,0.29813,0.302527,136239,1801140
69,"Jun 17, 2017",0.3436,0.365625,0.30101700000000003,0.325977,254476,1897630
70,"Jun 16, 2017",0.271725,0.343364,0.258506,0.323042,346328,1499800
71,"Jun 15, 2017",0.254646,0.285555,0.229622,0.274665,337557,1404940
72,"Jun 14, 2017",0.28533800000000004,0.30151700000000003,0.25011300000000003,0.257798,253137,1573510
73,"Jun 13, 2017",0.254473,0.30896,0.25006,0.283853,284934,1402420
74,"Jun 12, 2017",0.277172,0.322968,0.225635,0.24564299999999997,407724,1526620
75,"Jun 11, 2017",0.216218,0.278015,0.216218,0.27066,211999,1190420
76,"Jun 10, 2017",0.22356399999999998,0.257393,0.21179699999999999,0.21620999999999999,260716,1230400
77,"Jun 09, 2017",0.20439300000000002,0.233942,0.19107000000000002,0.22359899999999996,281768,1124190
78,"Jun 08, 2017",0.191249,0.21034699999999998,0.157412,0.202992,167560,1051530
79,"Jun 07, 2017",0.20895300000000003,0.21042399999999997,0.186932,0.19282,90949,1148470
80,"Jun 06, 2017",0.221951,0.221951,0.19872,0.208864,119053,1219660
81,"Jun 05, 2017",0.205459,0.220441,0.200672,0.214562,151555,1128740
82,"Jun 04, 2017",0.20550900000000002,0.20991100000000001,0.196702,0.205508,76368,1129020
83,"Jun 03, 2017",0.23486100000000001,0.237796,0.184953,0.20550900000000002,170852,1290090
